servicio,canal,canal_origen,urgencia,mensaje_largo,referido,tratamiento_prev,interes_activo,es_mañana,dias_recientes,hora_contacto,dias_desde_contacto,nombre,correo,telefono
Revisión general,Facebook,Página web,Baja,0,1,0,1,1,0,16,7,Carmen Silva Chávez,carmen90@outlook.com,+51 919904284
Revisión general,WhatsApp,Llamada directa,Media,1,0,1,0,1,0,18,2,Carlos Rodríguez Silva,carlos94@gmail.com,+51 934416983
Cirugía oral,Instagram,Llamada directa,Alta,1,0,0,0,0,0,16,5,Miguel García Chávez,miguel63@gmail.com,+51 985474752
Extracción,Instagram,Página web,Media,1,0,1,0,0,0,15,12,Raúl Ramírez Martínez,raúl64@outlook.com,+51 985236896
Ortodoncia,Facebook,Página web,Alta,1,1,0,0,0,1,10,11,María Torres Quispe,maría91@outlook.com,+51 941669609
Revisión general,Instagram,Página web,Baja,1,1,0,0,1,1,12,2,Karla Rodríguez Cruz,karla17@yahoo.es,+51 983621350
Limpieza dental,WhatsApp,Página web,Baja,1,0,0,1,0,1,14,1,Miguel Rodríguez Gómez,miguel49@outlook.com,+51 950820208
Endodoncia,Otro,Google Ads,Baja,1,0,1,0,0,0,19,0,José Martínez Silva,josé46@gmail.com,+51 917086416
Implantes,WhatsApp,Google Ads,Alta,1,0,0,0,1,0,9,5,Andrea Chávez García,andrea70@hotmail.com,+51 992679010
Extracción,Facebook,Llamada directa,Alta,0,0,1,0,1,0,11,4,Lucía Martínez Rojas,lucía60@hotmail.com,+51 973813231
Extracción,Facebook,Google Ads,Alta,0,0,0,0,0,0,15,5,Rosa Castro Herrera,rosa13@hotmail.com,+51 985380999
Carillas,Instagram,Llamada directa,Baja,1,0,1,0,0,1,19,4,Diana Gómez Herrera,diana94@gmail.com,+51 955185639
Blanqueamiento,WhatsApp,Página web,Alta,0,0,1,0,0,0,11,4,Jorge Sánchez Herrera,jorge27@gmail.com,+51 986466203
Limpieza dental,WhatsApp,Llamada directa,Alta,0,0,1,1,0,0,23,4,Fernando Rojas Rodríguez,fernando48@hotmail.com,+51 957048314
Limpieza dental,Otro,Recomendación,Media,1,0,0,0,0,1,12,5,José Martínez Pérez,josé47@yahoo.es,+51 947453608
Blanqueamiento,Otro,Recomendación,Alta,1,0,1,0,0,1,10,9,Elena Martínez Flores,elena83@outlook.com,+51 954153302
Ortodoncia,Facebook,Recomendación,Media,0,0,1,1,0,1,13,0,Raúl Martínez Martínez,raúl81@yahoo.es,+51 970796043
Ortodoncia,Instagram,Llamada directa,Alta,0,0,0,0,0,0,11,4,Raúl Rojas Castro,raúl26@gmail.com,+51 924887037
Ortodoncia,Facebook,Recomendación,Baja,1,0,0,0,1,0,15,2,José Quispe García,josé28@outlook.com,+51 968470349
Blanqueamiento,WhatsApp,Google Ads,Alta,0,1,1,0,0,0,17,7,Fiorella Vásquez García,fiorella92@gmail.com,+51 939539623
Limpieza dental,Instagram,Llamada directa,Alta,1,0,1,1,0,0,17,4,Miguel Vásquez Sánchez,miguel15@hotmail.com,+51 924248762
Extracción,WhatsApp,Google Ads,Alta,1,1,1,1,1,0,17,9,Lucía Pérez Ramírez,lucía68@gmail.com,+51 941022377
Endodoncia,Instagram,Llamada directa,Alta,0,1,1,0,1,0,13,8,Miguel Quispe Sánchez,miguel57@gmail.com,+51 990697342
Ortodoncia,WhatsApp,Google Ads,Baja,1,1,1,1,0,0,14,2,Lucía Vásquez Gómez,lucía78@yahoo.es,+51 949783504
Limpieza dental,Facebook,Página web,Baja,0,0,0,1,0,0,8,6,Elena Mendoza Sánchez,elena95@yahoo.es,+51 982101375
Extracción,Instagram,Página web,Media,1,0,1,1,1,0,10,9,Ana Quispe Castro,ana53@gmail.com,+51 968680007
Ortodoncia,Facebook,Página web,Media,0,1,1,1,0,0,18,4,Luis Gómez Gómez,luis75@yahoo.es,+51 913633574
Blanqueamiento,Otro,Página web,Media,0,1,0,0,0,0,13,5,Jessica Pérez Ramírez,jessica42@yahoo.es,+51 937613905
Blanqueamiento,Instagram,Página web,Alta,0,0,0,1,0,1,14,3,Renzo Chávez Pérez,renzo51@gmail.com,+51 937125888
Implantes,Otro,Página web,Media,1,0,1,0,0,0,15,4,Jorge Ruiz Martínez,jorge27@yahoo.es,+51 955864524
Cirugía oral,Otro,Recomendación,Alta,1,0,0,0,1,1,6,6,José Rodríguez Silva,josé69@hotmail.com,+51 913398401
Ortodoncia,Facebook,Llamada directa,Media,1,0,0,0,0,1,15,7,Diana Castro Herrera,diana16@yahoo.es,+51 992281156
Limpieza dental,Otro,Google Ads,Alta,1,1,1,0,1,0,12,7,Rosa Ramírez Chávez,rosa54@gmail.com,+51 937495436
Limpieza dental,Otro,Llamada directa,Alta,1,1,0,1,0,0,17,5,Elena Rodríguez Ramírez,elena41@yahoo.es,+51 950219895
Carillas,Facebook,Google Ads,Baja,0,0,0,1,0,0,14,2,Karla García Morales,karla88@hotmail.com,+51 973241335
Extracción,Instagram,Google Ads,Media,1,0,1,0,1,0,10,4,Rosa Pérez Morales,rosa42@hotmail.com,+51 994565208
Extracción,Facebook,Google Ads,Alta,0,1,1,0,0,1,13,9,Raúl Morales Martínez,raúl38@yahoo.es,+51 921901950
Revisión general,Otro,Google Ads,Baja,1,1,0,0,0,1,9,9,Fernando Pérez Castro,fernando29@outlook.com,+51 966584272
Carillas,Instagram,Página web,Media,1,0,0,0,0,1,19,5,Raúl Chávez Herrera,raúl11@outlook.com,+51 995095770
Revisión general,WhatsApp,Llamada directa,Alta,1,1,0,1,0,1,15,6,Fernando Ramírez Gómez,fernando23@yahoo.es,+51 915267523
Extracción,Otro,Página web,Media,1,1,1,0,0,1,18,5,María Rodríguez Pérez,maría12@gmail.com,+51 937634674
Revisión general,Instagram,Recomendación,Media,0,1,0,1,0,0,17,5,Raúl Herrera Mendoza,raúl71@yahoo.es,+51 936573278
Cirugía oral,WhatsApp,Página web,Media,0,1,0,1,0,0,11,0,Jessica Silva Mendoza,jessica88@outlook.com,+51 931619890
Limpieza dental,WhatsApp,Recomendación,Baja,1,0,1,0,1,0,15,1,Carlos Chávez Torres,carlos61@yahoo.es,+51 918556986
Endodoncia,Otro,Google Ads,Alta,0,0,1,0,1,0,15,7,Rosa Quispe Pérez,rosa68@hotmail.com,+51 982437175
Endodoncia,Instagram,Llamada directa,Baja,0,1,0,0,1,1,17,6,Renzo Herrera Castro,renzo36@outlook.com,+51 997414494
Carillas,WhatsApp,Google Ads,Baja,0,1,1,1,0,0,17,8,Diana Torres Castro,diana75@outlook.com,+51 983705554
Extracción,Facebook,Google Ads,Alta,0,1,0,0,1,0,12,5,Carlos Flores Rodríguez,carlos92@hotmail.com,+51 991929720
Cirugía oral,WhatsApp,Llamada directa,Alta,0,0,1,1,1,0,16,1,Karla Ruiz Vásquez,karla46@hotmail.com,+51 979494042
Extracción,Instagram,Página web,Media,1,1,0,0,1,1,15,5,Pedro Rojas Sánchez,pedro34@hotmail.com,+51 965847163
Limpieza dental,Facebook,Recomendación,Baja,0,1,1,1,0,1,11,8,Pedro Quispe Sánchez,pedro79@hotmail.com,+51 931599082
Ortodoncia,Otro,Google Ads,Alta,0,0,0,0,1,1,12,6,Luis Cruz Cruz,luis36@yahoo.es,+51 939596879
Cirugía oral,Facebook,Recomendación,Media,1,1,0,1,0,1,16,0,Diana Quispe Castro,diana31@outlook.com,+51 952553994
Carillas,Instagram,Google Ads,Baja,0,1,0,0,0,1,14,2,Jessica Ramírez Flores,jessica46@yahoo.es,+51 933146878
Limpieza dental,Instagram,Página web,Baja,1,0,1,1,0,0,14,3,Andrea Vásquez Castro,andrea20@gmail.com,+51 984608330
Endodoncia,WhatsApp,Google Ads,Media,0,1,0,1,1,0,11,0,Pedro Gómez Vásquez,pedro11@yahoo.es,+51 994260173
Cirugía oral,Facebook,Página web,Media,0,1,1,0,0,0,18,4,Diana Herrera Sánchez,diana15@outlook.com,+51 937156180
Extracción,WhatsApp,Página web,Baja,0,0,1,0,0,1,19,8,Raúl Gómez Sánchez,raúl46@yahoo.es,+51 990330713
Implantes,Instagram,Google Ads,Baja,1,0,0,0,0,1,12,2,Rosa Chávez Quispe,rosa12@outlook.com,+51 960557333
Extracción,WhatsApp,Página web,Alta,0,0,1,0,0,0,17,8,Elena Chávez García,elena33@outlook.com,+51 953244307
Extracción,Facebook,Recomendación,Baja,1,0,0,1,0,0,17,6,Miguel Chávez Vásquez,miguel82@gmail.com,+51 986004867
Revisión general,Otro,Llamada directa,Baja,1,1,1,1,1,0,12,3,María Rodríguez Ramírez,maría34@gmail.com,+51 927275509
Revisión general,Otro,Llamada directa,Media,1,0,1,0,1,0,12,6,Jessica Flores Chávez,jessica70@yahoo.es,+51 954345476
Endodoncia,WhatsApp,Página web,Alta,0,1,1,1,0,0,17,4,Fiorella Rojas Chávez,fiorella48@gmail.com,+51 934389947
Carillas,Otro,Recomendación,Media,0,0,1,0,0,0,7,7,Rosa Cruz Pérez,rosa39@outlook.com,+51 950835680
Carillas,Instagram,Página web,Media,0,1,0,0,1,0,6,12,Carlos Cruz García,carlos53@hotmail.com,+51 966868990
Cirugía oral,Instagram,Página web,Alta,0,0,0,1,1,1,19,11,Carlos Castro Ramírez,carlos47@gmail.com,+51 990038531
Extracción,Otro,Llamada directa,Media,1,1,1,1,0,0,14,0,Rosa Torres Vásquez,rosa68@gmail.com,+51 979096062
Implantes,Instagram,Página web,Alta,0,0,0,1,0,0,16,4,Fiorella Morales Morales,fiorella70@hotmail.com,+51 998696831
Blanqueamiento,WhatsApp,Página web,Alta,0,1,0,1,1,0,23,3,Ana Ramírez Torres,ana77@yahoo.es,+51 995046686
Cirugía oral,Otro,Google Ads,Media,1,1,1,1,0,1,15,7,Fernando Silva Castro,fernando40@gmail.com,+51 939426794
Carillas,WhatsApp,Llamada directa,Alta,0,0,1,1,0,0,16,8,Fernando Cruz Rodríguez,fernando25@gmail.com,+51 931907624
Ortodoncia,WhatsApp,Página web,Alta,0,1,1,0,1,0,13,7,Elena Vásquez Vásquez,elena27@yahoo.es,+51 921826283
Implantes,Otro,Llamada directa,Media,1,0,1,0,0,0,12,6,Diana Rojas Martínez,diana88@outlook.com,+51 954551204
Carillas,Otro,Página web,Alta,0,0,0,1,1,0,10,2,Fernando Pérez Chávez,fernando79@hotmail.com,+51 977637438
Carillas,Instagram,Página web,Alta,1,1,0,1,1,0,16,9,Karla Ramírez Mendoza,karla10@hotmail.com,+51 939373805
Endodoncia,Instagram,Recomendación,Baja,0,1,1,0,0,0,15,3,Miguel Quispe Quispe,miguel11@gmail.com,+51 923922492
Revisión general,Otro,Google Ads,Baja,1,0,0,1,1,1,10,0,Lucía Silva Chávez,lucía13@hotmail.com,+51 938384113
Revisión general,Facebook,Recomendación,Alta,0,0,0,0,1,0,18,0,María Vásquez Ruiz,maría73@gmail.com,+51 918133223
Limpieza dental,Instagram,Google Ads,Media,1,0,0,0,1,1,12,4,Andrea Gómez Herrera,andrea73@outlook.com,+51 985234727
Limpieza dental,WhatsApp,Google Ads,Media,0,0,1,1,1,0,14,8,Fiorella Mendoza Ramírez,fiorella35@outlook.com,+51 933144770
Cirugía oral,Facebook,Recomendación,Media,0,1,0,0,0,1,16,2,Ana Ramírez Rojas,ana99@yahoo.es,+51 962565468
Limpieza dental,WhatsApp,Recomendación,Media,1,1,1,0,0,1,15,7,Fernando Mendoza Pérez,fernando90@yahoo.es,+51 998898289
Revisión general,Instagram,Llamada directa,Alta,0,1,1,0,0,1,13,3,Renzo Silva Flores,renzo16@gmail.com,+51 990735415
Limpieza dental,Facebook,Recomendación,Media,1,1,1,1,0,1,9,3,Luis Chávez Vásquez,luis77@outlook.com,+51 945524768
Extracción,WhatsApp,Página web,Media,1,1,0,1,0,0,15,0,Miguel Martínez Ruiz,miguel61@yahoo.es,+51 972652366
Limpieza dental,Instagram,Google Ads,Baja,1,0,1,0,0,0,18,7,Luis Pérez Quispe,luis41@gmail.com,+51 983475285
Extracción,Otro,Llamada directa,Alta,0,1,0,0,0,1,10,3,Karla Vásquez Cruz,karla13@yahoo.es,+51 935353964
Blanqueamiento,Otro,Recomendación,Media,1,1,1,0,0,0,9,6,Diana Quispe Herrera,diana40@hotmail.com,+51 953206091
Cirugía oral,Otro,Llamada directa,Baja,1,0,0,1,0,0,20,5,Elena Vásquez Chávez,elena26@yahoo.es,+51 959153269
Endodoncia,Otro,Google Ads,Alta,0,1,0,1,0,1,10,4,Karla Flores Morales,karla34@hotmail.com,+51 925050881
Revisión general,WhatsApp,Recomendación,Baja,1,1,0,1,0,1,12,5,José Rojas Rodríguez,josé32@gmail.com,+51 950143160
Extracción,Otro,Página web,Alta,1,1,0,1,1,1,13,7,Jorge Torres Rojas,jorge85@gmail.com,+51 962222889
Endodoncia,WhatsApp,Recomendación,Alta,0,0,0,1,1,1,17,8,Fiorella Silva Morales,fiorella67@gmail.com,+51 946983327
Cirugía oral,WhatsApp,Página web,Alta,0,0,0,1,0,0,9,2,Jessica Morales Morales,jessica65@yahoo.es,+51 970060709
Endodoncia,Facebook,Página web,Media,1,1,1,0,1,1,13,2,Miguel Rojas Ramírez,miguel27@outlook.com,+51 910107610
Extracción,WhatsApp,Recomendación,Alta,0,0,1,0,1,0,10,12,Renzo Cruz Sánchez,renzo98@yahoo.es,+51 931131872
Endodoncia,Facebook,Google Ads,Media,1,1,1,1,0,1,22,5,José Castro Rodríguez,josé31@outlook.com,+51 964240658
Cirugía oral,WhatsApp,Llamada directa,Media,0,1,1,0,1,1,12,7,Raúl Flores Pérez,raúl73@outlook.com,+51 921615795
Revisión general,WhatsApp,Google Ads,Alta,1,1,0,0,1,1,10,2,Carmen Gómez Ruiz,carmen28@hotmail.com,+51 970152137
Blanqueamiento,Facebook,Llamada directa,Baja,0,1,0,1,0,0,11,2,Fernando Ruiz Flores,fernando74@gmail.com,+51 938895449
Limpieza dental,Instagram,Página web,Baja,0,1,0,1,0,0,13,3,Lucía Gómez Flores,lucía67@hotmail.com,+51 984869379
Limpieza dental,Otro,Google Ads,Alta,1,0,1,0,0,0,15,4,Elena Torres Morales,elena82@outlook.com,+51 936463673
Implantes,Otro,Página web,Baja,1,1,1,1,0,0,17,5,Renzo Herrera Silva,renzo92@hotmail.com,+51 984435797
Extracción,Facebook,Recomendación,Media,1,1,1,1,0,0,11,12,José Vásquez Castro,josé99@hotmail.com,+51 978878938
Blanqueamiento,WhatsApp,Página web,Media,0,0,0,0,1,1,11,6,Andrea Gómez Sánchez,andrea73@outlook.com,+51 957659715
Endodoncia,Instagram,Llamada directa,Alta,0,1,0,1,1,1,6,2,Jorge Flores Ramírez,jorge82@hotmail.com,+51 949996853
Endodoncia,WhatsApp,Google Ads,Baja,0,0,0,0,0,0,10,4,Jessica Pérez Vásquez,jessica83@hotmail.com,+51 912719933
Ortodoncia,Facebook,Google Ads,Baja,1,0,1,0,1,1,12,2,Elena Mendoza García,elena14@gmail.com,+51 973297661
Extracción,Instagram,Google Ads,Media,1,1,1,1,1,1,20,0,Fernando Rodríguez Vásquez,fernando52@outlook.com,+51 927688243
Cirugía oral,Facebook,Recomendación,Alta,1,1,0,1,0,0,14,5,Pedro Quispe Silva,pedro24@yahoo.es,+51 924339824
Revisión general,Otro,Llamada directa,Media,1,1,0,1,0,1,13,1,Elena Sánchez Martínez,elena13@outlook.com,+51 986312812
Ortodoncia,Facebook,Google Ads,Baja,0,0,1,1,1,1,20,7,Karla Ramírez Cruz,karla75@yahoo.es,+51 938229961
Revisión general,WhatsApp,Recomendación,Media,1,1,1,0,0,1,13,4,Luis Ruiz Herrera,luis52@yahoo.es,+51 997403111
Blanqueamiento,WhatsApp,Página web,Baja,0,1,1,1,0,1,11,6,Diana García García,diana44@gmail.com,+51 937018955
Carillas,Otro,Recomendación,Media,0,0,1,1,0,0,11,3,Karla Quispe Torres,karla13@yahoo.es,+51 971755441
Endodoncia,Facebook,Recomendación,Media,0,1,0,0,1,0,10,7,Jessica Ruiz Cruz,jessica59@yahoo.es,+51 911744720
Revisión general,WhatsApp,Llamada directa,Baja,1,0,0,1,0,0,11,10,Luis Sánchez Flores,luis78@hotmail.com,+51 946105090
Ortodoncia,Facebook,Llamada directa,Alta,0,0,1,0,0,0,14,2,Pedro Pérez Cruz,pedro66@hotmail.com,+51 961210796
Carillas,Facebook,Llamada directa,Alta,0,1,0,0,1,0,13,5,Jessica Ruiz Gómez,jessica72@outlook.com,+51 919947009
Extracción,Instagram,Recomendación,Baja,0,1,1,0,0,1,18,9,Diana Rodríguez Quispe,diana97@hotmail.com,+51 974229455
Limpieza dental,Instagram,Página web,Media,0,0,0,1,0,0,15,11,Miguel García García,miguel23@outlook.com,+51 975880624
Limpieza dental,Facebook,Llamada directa,Alta,1,1,1,0,0,0,18,8,Carmen Castro Herrera,carmen17@yahoo.es,+51 945878851
Endodoncia,Instagram,Página web,Media,1,0,0,0,0,1,19,5,Carmen Flores Torres,carmen40@yahoo.es,+51 956227779
Extracción,Facebook,Página web,Media,1,1,0,1,0,0,17,6,Raúl Torres Mendoza,raúl92@yahoo.es,+51 991239219
Revisión general,Instagram,Recomendación,Alta,0,0,1,1,0,1,11,2,Carlos Ramírez Castro,carlos66@hotmail.com,+51 994507996
Ortodoncia,Instagram,Recomendación,Media,0,0,0,0,1,0,13,2,Carmen Ramírez Sánchez,carmen62@hotmail.com,+51 944429571
Blanqueamiento,Facebook,Recomendación,Media,1,1,0,1,0,0,18,5,Andrea Cruz Vásquez,andrea95@gmail.com,+51 955517591
Cirugía oral,Instagram,Google Ads,Media,1,0,1,1,1,1,20,5,Jorge Castro Chávez,jorge16@yahoo.es,+51 987832648
Cirugía oral,WhatsApp,Llamada directa,Baja,0,1,1,1,1,1,15,4,Fernando Rodríguez Sánchez,fernando13@hotmail.com,+51 928230604
Cirugía oral,Facebook,Google Ads,Media,0,1,1,0,1,1,22,6,Jorge Rodríguez Chávez,jorge66@hotmail.com,+51 951022688
Extracción,WhatsApp,Página web,Baja,0,0,0,1,0,0,12,5,Rosa Ruiz Quispe,rosa30@gmail.com,+51 996643599
Carillas,Instagram,Llamada directa,Baja,1,0,1,1,0,1,16,9,José Quispe Morales,josé19@outlook.com,+51 916254292
Carillas,Facebook,Página web,Baja,1,1,1,0,1,1,9,7,Andrea Cruz Rodríguez,andrea12@gmail.com,+51 924982692
Extracción,Otro,Llamada directa,Media,1,0,0,1,0,0,15,0,Andrea Chávez Sánchez,andrea66@outlook.com,+51 992226967
Implantes,WhatsApp,Recomendación,Media,1,1,0,1,0,1,17,3,Carlos Chávez Morales,carlos57@outlook.com,+51 951172161
Revisión general,WhatsApp,Google Ads,Baja,0,1,0,0,0,0,19,4,Fernando Cruz Morales,fernando54@gmail.com,+51 914973802
Carillas,Instagram,Llamada directa,Media,1,1,1,1,0,1,4,10,Renzo Vásquez Herrera,renzo27@gmail.com,+51 925426325
Ortodoncia,Facebook,Google Ads,Media,1,0,1,1,1,1,9,3,Miguel Rodríguez Vásquez,miguel19@yahoo.es,+51 995137568
Implantes,Otro,Google Ads,Baja,1,1,1,0,0,0,12,7,Elena Flores Sánchez,elena99@yahoo.es,+51 991470817
Revisión general,Otro,Google Ads,Alta,0,1,0,0,0,0,5,0,Ana Mendoza Mendoza,ana29@outlook.com,+51 954959747
Blanqueamiento,Facebook,Google Ads,Media,0,0,0,0,0,0,15,4,Raúl Herrera García,raúl24@gmail.com,+51 995729215
Extracción,Facebook,Llamada directa,Baja,0,1,1,1,0,0,21,7,Elena Sánchez Herrera,elena65@yahoo.es,+51 979087629
Limpieza dental,Facebook,Llamada directa,Alta,1,1,1,1,0,1,13,7,María Flores Rodríguez,maría48@yahoo.es,+51 946856186
Blanqueamiento,Instagram,Llamada directa,Media,1,0,0,1,1,0,17,10,Carmen Ruiz Pérez,carmen80@yahoo.es,+51 954133258
Revisión general,Instagram,Recomendación,Baja,1,1,0,0,0,0,14,7,José Flores Martínez,josé96@hotmail.com,+51 916237742
Revisión general,Instagram,Llamada directa,Baja,0,1,1,1,1,1,11,8,Fiorella Ruiz Silva,fiorella97@gmail.com,+51 925428609
Ortodoncia,Instagram,Página web,Media,1,0,1,0,1,0,10,4,José Ramírez Chávez,josé31@yahoo.es,+51 988412006
Ortodoncia,Instagram,Recomendación,Alta,0,0,0,1,0,0,17,6,Pedro Sánchez Herrera,pedro94@hotmail.com,+51 973330043
Revisión general,Facebook,Google Ads,Alta,0,0,0,1,0,0,17,7,María Cruz Silva,maría96@gmail.com,+51 910088224
Ortodoncia,Facebook,Llamada directa,Alta,0,1,1,1,1,1,14,8,Renzo Quispe Rodríguez,renzo80@yahoo.es,+51 995681284
Cirugía oral,Facebook,Página web,Baja,0,0,1,1,1,1,15,4,Luis García Torres,luis87@gmail.com,+51 961815378
Extracción,Facebook,Google Ads,Alta,1,0,1,1,0,0,21,5,Luis Vásquez Pérez,luis23@gmail.com,+51 980013526
Ortodoncia,Otro,Llamada directa,Media,0,0,1,1,1,0,20,6,Renzo Silva Sánchez,renzo99@hotmail.com,+51 970712745
Carillas,Facebook,Página web,Media,0,1,0,1,1,0,9,8,Pedro Rodríguez Herrera,pedro79@outlook.com,+51 918041092
Revisión general,Otro,Google Ads,Media,1,0,0,0,0,0,8,6,Elena Ruiz Ruiz,elena83@outlook.com,+51 935746997
Ortodoncia,Facebook,Llamada directa,Alta,1,0,0,0,1,0,17,2,Renzo Sánchez Flores,renzo77@outlook.com,+51 937618736
Ortodoncia,WhatsApp,Recomendación,Baja,0,0,0,1,0,0,8,7,Carmen Rodríguez Ramírez,carmen41@hotmail.com,+51 986643796
Extracción,Facebook,Google Ads,Alta,0,0,1,1,0,1,16,11,Miguel Ruiz Sánchez,miguel90@gmail.com,+51 918693590
Carillas,WhatsApp,Página web,Alta,1,1,0,0,0,0,18,1,Rosa Martínez Mendoza,rosa67@hotmail.com,+51 965441145
Limpieza dental,Facebook,Página web,Media,0,0,1,0,1,1,11,11,Carlos Martínez García,carlos60@yahoo.es,+51 948369057
Blanqueamiento,WhatsApp,Llamada directa,Alta,0,0,0,0,0,1,14,4,Rosa Quispe Chávez,rosa52@hotmail.com,+51 983065323
Revisión general,Facebook,Página web,Alta,0,1,1,1,0,1,17,3,Carlos Chávez Sánchez,carlos42@hotmail.com,+51 917875038
Limpieza dental,Otro,Google Ads,Media,0,1,1,1,1,1,12,3,Ana Quispe Rojas,ana50@gmail.com,+51 966846539
Carillas,WhatsApp,Google Ads,Media,1,0,1,0,0,0,18,5,Rosa García Castro,rosa42@hotmail.com,+51 912596305
Extracción,WhatsApp,Recomendación,Media,1,0,0,1,0,1,13,5,Jessica Mendoza Sánchez,jessica59@gmail.com,+51 950863013
Implantes,Instagram,Google Ads,Baja,1,1,1,1,0,1,16,5,Jessica Ramírez Herrera,jessica13@hotmail.com,+51 951595887
Extracción,Instagram,Llamada directa,Baja,1,0,1,1,0,0,8,0,Fernando Torres Mendoza,fernando15@gmail.com,+51 972314803
Extracción,Instagram,Google Ads,Baja,1,1,0,0,0,0,14,7,Fernando Martínez Pérez,fernando26@outlook.com,+51 925358902
Implantes,Instagram,Página web,Baja,1,1,0,1,0,0,16,10,Karla Rojas Gómez,karla59@outlook.com,+51 941200528
Revisión general,WhatsApp,Llamada directa,Media,1,0,1,0,1,0,12,0,Andrea Silva Gómez,andrea45@hotmail.com,+51 931107849
Ortodoncia,Instagram,Llamada directa,Media,1,0,1,1,0,0,11,6,Andrea Herrera Vásquez,andrea79@gmail.com,+51 983231076
Limpieza dental,WhatsApp,Página web,Media,1,0,0,0,0,1,18,1,Fernando Castro Mendoza,fernando27@gmail.com,+51 989696439
Endodoncia,Otro,Google Ads,Baja,0,1,1,0,0,0,17,1,José Martínez Quispe,josé85@hotmail.com,+51 933538629
Implantes,Facebook,Página web,Media,1,1,0,0,0,0,15,8,Andrea Vásquez Pérez,andrea32@gmail.com,+51 950952644
Ortodoncia,Facebook,Google Ads,Alta,0,0,1,0,0,0,16,11,Fiorella Gómez Cruz,fiorella64@yahoo.es,+51 998079892
Limpieza dental,Otro,Google Ads,Media,1,0,0,1,1,1,8,5,Rosa Torres Rojas,rosa92@hotmail.com,+51 956749034
Carillas,WhatsApp,Google Ads,Baja,1,1,0,0,1,1,14,8,Ana Mendoza Mendoza,ana70@gmail.com,+51 935616181
Carillas,Instagram,Google Ads,Media,0,1,0,1,0,0,11,0,Elena Mendoza Mendoza,elena41@outlook.com,+51 990555373
Blanqueamiento,Facebook,Google Ads,Media,1,0,1,0,0,0,14,2,Fernando Silva Ramírez,fernando12@gmail.com,+51 965696691
Extracción,Facebook,Google Ads,Media,0,1,1,1,1,1,8,1,María Chávez Torres,maría29@gmail.com,+51 944115641
Limpieza dental,Instagram,Llamada directa,Alta,1,1,1,1,1,0,16,9,Jorge Castro Mendoza,jorge45@outlook.com,+51 972294131
Implantes,WhatsApp,Página web,Media,1,0,1,0,1,1,10,9,Renzo García Morales,renzo35@yahoo.es,+51 962498427
Limpieza dental,WhatsApp,Llamada directa,Media,1,1,0,1,0,1,24,8,Jorge Morales Chávez,jorge57@hotmail.com,+51 970359556
Revisión general,Instagram,Recomendación,Alta,0,1,1,0,1,1,14,6,Jessica Herrera Mendoza,jessica36@hotmail.com,+51 955118792
Limpieza dental,WhatsApp,Recomendación,Baja,1,1,0,1,0,1,12,1,Rosa Vásquez Rojas,rosa16@outlook.com,+51 951497025
Carillas,WhatsApp,Página web,Media,0,1,0,1,1,0,13,2,Luis Torres Martínez,luis60@outlook.com,+51 964191382
Extracción,Otro,Llamada directa,Baja,1,0,0,0,1,0,8,13,María Gómez Castro,maría30@gmail.com,+51 990760316
Blanqueamiento,Otro,Recomendación,Media,1,0,0,1,0,0,14,1,Jessica Silva García,jessica43@gmail.com,+51 990972644
Blanqueamiento,Otro,Llamada directa,Media,1,1,1,0,1,0,17,1,Renzo Herrera Vásquez,renzo93@outlook.com,+51 994615091
Blanqueamiento,Otro,Recomendación,Baja,0,0,1,1,0,0,16,4,Andrea Ruiz Chávez,andrea38@outlook.com,+51 939749365
Revisión general,Facebook,Google Ads,Alta,1,1,0,1,0,0,12,9,Karla Morales Rojas,karla84@yahoo.es,+51 992857975
Cirugía oral,Instagram,Página web,Baja,1,0,0,1,1,0,19,10,Ana Martínez Rojas,ana98@yahoo.es,+51 998330430
Cirugía oral,Otro,Llamada directa,Media,0,1,1,1,0,1,12,6,Ana Sánchez Rodríguez,ana80@hotmail.com,+51 972397017
Limpieza dental,Otro,Llamada directa,Media,0,1,0,1,0,0,13,6,María Vásquez Cruz,maría84@hotmail.com,+51 968102287
Carillas,Instagram,Llamada directa,Media,0,0,1,1,0,1,11,5,Renzo Torres Castro,renzo50@gmail.com,+51 941417436
Endodoncia,Facebook,Recomendación,Baja,1,1,0,0,1,0,9,4,José Vásquez García,josé29@yahoo.es,+51 941980116
